date	temp_min	temp_avg	temp_max	rainfall	windspeed_avg	windspeed_gusts
2019-12-23	8.5	13.0	17.6	0.0	5.8	13.9
2019-12-24	7.4	12.8	18.2	0.0	3.3	8.9
2019-12-25	8.8	13.4	18.0	0.0	3.3	10.8
2019-12-26	9.4	13.2	17.1	0.0	4.2	9.2
2019-12-27	6.9	11.1	15.3	0.0	5.3	11.4
2019-12-28	4.8	10.2	15.7	0.0	3.6	8.3
2019-12-29	8.2	11.4	14.6	0.0	1.9	6.1
2019-12-30	7.0	11.0	14.9	0.0	2.8	8.9
2019-12-31	6.3	10.6	14.8	0.0	5.0	9.7
2020-01-01	4.9	9.2	13.4	0.0	2.5	7.2
2020-01-02	4.1	9.4	14.7	0.0	4.7	9.7
2020-01-03	4.5	7.8	11.0	0.0	5.8	10.3
2020-01-04	3.9	9.4	14.8	0.0	5.0	10.8
2020-01-05	4.9	10.0	15.1	0.0	5.0	12.5
2020-01-06	4.1	10.0	16.0	0.0	2.2	8.9
2020-01-07	4.6	10.0	15.3	0.0	3.9	9.7
2020-01-08	4.7	10.7	16.7	0.0	2.5	8.3
2020-01-09	5.7	10.2	14.7	4.9	4.7	8.3
2020-01-10	6.8	9.6	12.5	16.2	3.3	14.4
2020-01-11	4.2	8.2	12.3	0.0	4.4	9.7
2020-01-12	2.4	8.6	14.7	0.0	3.3	9.2
2020-01-13	2.9	7.9	12.9	0.0	4.2	9.2
2020-01-14	2.7	8.6	14.4	0.0	4.2	9.7
2020-01-15	3.2	8.8	14.3	0.0	5.0	9.2
2020-01-16	4.8	9.8	14.8	0.0	4.2	8.3
2020-01-17	6.9	13.0	19.0	0.0	3.6	12.8
2020-01-18	7.2	11.0	14.7	0.2	5.6	9.7
2020-01-19	9.3	10.9	12.5	0.0	12.5	22.8
2020-01-20	7.3	9.4	11.4	54.1	16.7	24.7
2020-01-21	7.6	10.2	12.8	87.9	18.9	29.2
2020-01-22	10.0	12.4	14.9	10.4	8.1	16.9
2020-01-23	8.5	11.6	14.7	0.1	2.8	16.1
2020-01-24	6.2	10.8	15.4	0.0	4.2	9.2
2020-01-25	7.8	11.0	14.3	0.0	3.3	7.2
2020-01-26	8.2	12.8	17.4	0.0	3.3	10.8
2020-01-27	6.1	10.8	15.4	0.0	3.6	12.5
2020-01-28	10.1	13.9	17.7	0.0	7.2	12.8
2020-01-29	8.2	12.3	16.4	0.0	2.5	6.1
2020-01-30	8.7	13.8	18.8	0.0	3.1	7.5
2020-01-31	10.5	14.8	19.2	0.0	3.6	7.8
2020-02-01	8.9	15.2	21.4	0.0	2.2	5.8
2020-02-02	10.0	15.4	20.7	0.0	2.5	8.9
2020-02-03	11.7	16.6	21.5	0.0	3.9	9.2
2020-02-04	10.3	15.8	21.3	0.0	3.9	10.3
2020-02-05	7.0	10.9	14.8	0.0	4.2	8.3
2020-02-06	4.8	9.8	14.8	0.0	5.0	9.2
2020-02-07	6.5	10.6	14.7	0.0	3.3	6.7
2020-02-08	6.7	10.4	14.1	0.0	3.3	6.1
2020-02-09	7.2	11.2	15.1	0.0	5.8	11.7
2020-02-10	11.2	16.4	21.6	0.0	5.8	11.4
2020-02-11	10.7	14.0	17.3	0.0	4.2	7.8
2020-02-12	11.4	12.4	13.5	0.0	3.6	10.3
2020-02-13	9.5	12.9	16.3	0.0	6.1	13.3
2020-02-14	9.2	12.7	16.2	0.0	3.1	6.7
2020-02-15	9.9	12.8	15.6	0.0	5.6	9.7
2020-02-16	13.2	14.5	15.8	0.0	6.4	10.8
2020-02-17	13.3	14.6	15.9	1.1	4.4	11.4
2020-02-18	7.9	11.5	15.1	0.0	2.8	8.9
2020-02-19	6.8	11.8	16.7	0.0	3.6	9.7
2020-02-20	5.2	10.4	15.6	0.0	6.9	12.5
2020-02-21	6.8	11.9	17.0	0.0	5.3	10.8
2020-02-22	7.5	12.0	16.4	0.0	3.9	8.3
2020-02-23	8.2	12.9	17.6	0.0	5.8	11.4
2020-02-24	8.8	13.6	18.4	0.0	5.8	10.8
2020-02-25	8.2	12.2	16.1	0.0	3.9	10.8
2020-02-26	9.1	14.4	19.8	0.0	5.3	15.3
2020-02-27	9.1	14.4	19.7	0.0	7.2	14.4
2020-02-28	10.5	13.4	16.4	0.0	1.9	10.3
2020-02-29	11.2	14.1	17.0	0.0	6.1	13.3
2020-03-01	13.0	17.0	20.9	0.9	6.7	16.1
2020-03-02	9.7	14.4	19.1	1.4	12.2	24.2
2020-03-03	8.2	13.1	18.0	0.0	8.3	20.0
2020-03-04	9.8	13.9	18.0	0.0	2.8	6.1
2020-03-05	9.8	14.9	20.0	0.0	5.6	23.6
2020-03-06	8.3	13.1	17.9	0.0	7.8	19.7
2020-03-07	6.3	12.6	18.8	0.0	3.6	11.4
2020-03-08	8.2	12.6	17.0	0.0	5.3	9.2
2020-03-09	9.1	15.1	21.1	0.0	6.1	13.3
2020-03-10	9.3	12.6	15.9	0.0	5.3	11.7
2020-03-11	8.7	12.8	16.8	0.0	3.3	7.8
2020-03-12	10.4	13.7	17.0	0.0	2.8	8.9
2020-03-13	10.2	13.8	17.5	0.0	6.1	13.3
2020-03-14	10.2	14.3	18.4	0.0	3.1	7.2
2020-03-15	8.9	13.1	17.3	0.0	3.6	7.2
2020-03-16	13.4	14.3	15.2	18.3	10.0	17.5
2020-03-17	12.9	15.2	17.4	0.0	8.1	15.0
2020-03-18	9.4	13.4	17.5	0.0	3.1	7.2
2020-03-19	8.2	12.0	15.8	0.0	3.9	6.7
2020-03-20	8.5	12.5	16.5	0.0	5.0	9.2
2020-03-21	7.2	12.2	17.1	0.0	5.0	8.3
2020-03-22	9.8	13.4	16.9	4.2	6.7	10.8
2020-03-23	11.6	14.0	16.4	20.4	8.6	15.3
2020-03-24	10.8	13.0	15.1	0.0	8.9	15.0
2020-03-25	5.9	9.8	13.6	0.0	3.3	12.8
2020-03-26	5.0	9.0	13.0	0.0	7.5	16.1
2020-03-27	3.7	10.0	16.2	0.1	3.6	8.9
2020-03-28	10.0	13.7	17.4	0.0	3.9	8.3
2020-03-29	8.9	14.0	19.1		4.4	7.8
2020-03-30	8.0	11.2	14.3	6.0	5.6	14.4
2020-03-31	8.3	10.7	13.1	3.2	10.3	16.1
2020-04-01	10.4	11.7	13.0	16.4	13.1	18.9
2020-04-02	10.3	12.7	15.1	0.0	8.6	14.4
2020-04-03	7.8	12.6	17.3	0.0	5.0	9.2
2020-04-04	8.5	12.8	17.0	0.0	5.0	8.9
2020-04-05	7.6	12.5	17.4	0.0	3.6	6.7
2020-04-06	8.8	13.2	17.5	0.0	3.3	6.1
2020-04-07	11.3	14.8	18.3	0.0	3.3	5.8
2020-04-08	11.2	15.2	19.2	0.0	3.1	6.1
2020-04-09	11.0	14.6	18.2	0.0	3.9	6.7
2020-04-10	10.1	15.2	20.4	0.0	4.2	7.8
2020-04-11	10.4	14.9	19.4	0.0	4.2	7.2
2020-04-12	11.2	15.6	19.9	14.1	4.2	12.8
2020-04-13	12.0	13.8	15.6	18.0	6.4	13.3
2020-04-14	12.3	15.4	18.5	0.0	3.3	9.2
2020-04-15	11.1	14.8	18.6	0.0	6.4	11.4
2020-04-16	15.3	17.4	19.4	0.0	4.7	8.9
2020-04-17	14.1	16.3	18.5	0.0	2.5	8.3
2020-04-18	14.7	17.2	19.6	12.1	4.2	14.4
2020-04-19	15.4	15.9	16.4	78.5	5.8	13.3
2020-04-20	15.4	16.8	18.1	47.7	3.6	6.1
2020-04-21	13.8	14.7	15.6	73.3	5.8	18.9
2020-04-22	14.0	16.2	18.4	0.0	8.9	16.4
2020-04-23	13.4	17.1	20.8	0.0	5.8	10.3
2020-04-24	13.5	16.6	19.8	0.0	3.9	9.7
2020-04-25	11.6	16.0	20.5	0.0	3.3	7.2
2020-04-26	12.7	16.4	20.1	0.0	4.2	7.2
2020-04-27	12.9	16.7	20.5	3.4	4.4	13.3
2020-04-28	12.9	17.2	21.6	0.0	6.4	13.9
2020-04-29	12.2	16.9	21.6		6.4	14.4
2020-04-30	14.3	19.8	25.3	0.0	6.9	17.5
2020-05-01	13.9	20.1	26.3	0.0	8.1	15.3
2020-05-02	15.4	19.6	23.9	0.0	3.1	7.8
2020-05-03	15.7	19.2	22.6	0.0	3.1	6.7
2020-05-04	15.4	19.8	24.3	0.0	4.4	7.8
2020-05-05	16.7	19.9	23.1	0.0	3.1	8.9
2020-05-06	16.4	20.7	25.0	0.0	4.2	8.9
2020-05-07	16.6	20.1	23.6	0.0	5.0	9.7
2020-05-08	15.9	20.0	24.2	0.0	4.7	9.7
2020-05-09	16.7	18.6	20.5	6.3	5.0	11.4
2020-05-10	15.0	17.8	20.5	4.0	5.8	16.4
2020-05-11	14.7	18.6	22.5	0.0	7.8	16.4
2020-05-12	16.0	18.1	20.2	0.9	7.2	12.2
2020-05-13	15.5	18.8	22.2	0.0	6.9	13.9
2020-05-14	13.7	16.1	18.5	4.5	5.0	11.7
2020-05-15	13.7	17.6	21.5	0.0	3.3	7.2
2020-05-16	15.8	19.2	22.6	1.4	4.2	8.9
2020-05-17	14.4	18.7	23.0	0.0	6.1	11.4
2020-05-18	15.0	19.0	22.9	0.0	4.2	8.3
2020-05-19	16.3	21.9	27.5	0.0	4.4	8.9
2020-05-20	17.2	21.6	26.1	0.0	3.9	8.9
2020-05-21	17.5	22.0	26.4	0.0	5.8	11.7
2020-05-22	17.4	21.9	26.4	0.0	3.9	8.3
2020-05-23	17.5	21.9	26.3	0.0	5.0	10.8
2020-05-24	18.6	20.8	23.1	0.0	4.7	9.7
2020-05-25	18.5	21.2	24.0	0.0	5.0	11.4
2020-05-26	17.7	22.0	26.4	0.0	4.4	8.3
2020-05-27	18.7	21.6	24.6	0.0	7.5	12.8
2020-05-28	18.3	20.7	23.1	0.0	3.1	7.8
2020-05-29	16.8	20.9	25.0	4.5	4.2	11.7
2020-05-30	17.2	20.4	23.5	0.0	3.3	8.3
2020-05-31	16.7	20.5	24.3		3.6	8.3
2020-06-01	18.2	21.4	24.7	0.3	3.6	7.2
2020-06-02	16.8	20.6	24.4	0.0	3.6	7.2
2020-06-03	19.1	22.1	25.1	7.3	5.3	11.4
2020-06-04	15.6	19.2	22.8	0.2	5.6	16.4
2020-06-05	14.3	20.0	25.8	0.0	5.0	11.7
2020-06-06	16.4	20.2	24.1	0.2	3.6	7.8
2020-06-07	16.8	19.7	22.6	18.2	4.7	10.3
2020-06-08	14.8	18.1	21.4	1.3	4.2	8.3
2020-06-09	14.4	18.4	22.4	17.4	4.4	10.3
2020-06-10	14.4	18.3	22.2	0.2	4.4	8.3
2020-06-11	17.4	20.5	23.6	0.0	3.6	7.8
2020-06-12	19.0	22.0	25.1	0.0	6.1	11.7
2020-06-13	16.8	21.7	26.6	0.0	7.2	15.3
2020-06-14	16.6	20.6	24.5	0.0	5.3	9.2
2020-06-15	18.1	21.2	24.3	0.0	5.3	9.2
2020-06-16	18.3	20.8	23.3	0.3	4.2	7.8
2020-06-17	16.8	20.3	23.8	5.4	4.2	9.2
2020-06-18	15.9	18.8	21.6	2.9	5.0	9.7
2020-06-19	17.2	20.4	23.6	0.0	3.6	7.8
2020-06-20	18.4	21.8	25.3	0.0	4.4	9.7
2020-06-21	19.7	22.8	26.0	0.0	4.2	9.7
2020-06-22	20.1	23.8	27.5	0.0	2.8	7.2
2020-06-23	20.5	23.4	26.3	0.0	5.0	11.7
2020-06-24	19.7	23.6	27.4	0.0	3.1	8.3
2020-06-25	21.1	24.8	28.5	0.0	3.3	6.7
2020-06-26	21.1	25.0	28.9	0.0	3.3	6.7
2020-06-27	21.8	24.6	27.4	0.0	3.6	8.3
2020-06-28	21.9	25.4	28.9	0.0	4.2	8.9
2020-06-29	22.1	25.3	28.5	0.0	3.3	7.2
2020-06-30	23.3	25.7	28.1	0.0	3.1	7.2
2020-07-01	21.9	26.2	30.4	0.0	3.9	7.2
